"","x"
"10924","HHEX"
"10925","PITPNM1"
"10926","NKX3-2"
"10927","NKX3-1"
"10928","CPED1"
"10929","ZNF597"
"10930","ZNF594"
"10931","CPNE9"
"10932","CPNE8"
"10933","CPNE3"
"10934","CPNE2"
"10935","CPNE1"
"10936","CPNE7"
"10937","DNMT3A"
"10938","XRN2"
"10939","AAK1"
"10940","SNRPN"
"10941","PVRIG"
"10942","SNRPB"
"10943","SNRPC"
"10944","SNRPA"
"10945","SNRPF"
"10946","SNRPG"
"10947","SNRPE"
"10948","RGS9BP"
"10949","ZDHHC14"
"10950","ZDHHC17"
"10951","ZDHHC16"
"10952","ZDHHC11"
"10953","ZDHHC13"
"10954","ZDHHC12"
"10955","PRKAG1"
"10956","PRKAG2"
"10957","ZDHHC18"
"10958","NCAN"
"10959","ESPL1"
"10960","ISM2"
"10961","ISM1"
"10962","DDX49"
"10963","DDX41"
"10964","ZNF175"
"10965","DDX42"
"10966","PTER"
"10967","DDX47"
"10968","DDX46"
"10969","PTEN"
"10970","ELAVL4"
"10971","ELAVL1"
"10972","LSM14B"
"10973","LSM14A"
"10974","DNAI1"
"10975","STX10"
"10976","NFIL3"
"10977","FRAS1"
"10978","SULT4A1"
"10979","SPSB3"
"10980","SPSB2"
"10981","SPSB1"
"10982","HINT1"
"10983","HINT2"
"10984","SPSB4"
"10985","PTTG1"
"10986","MOSPD3"
"10987","C20orf203"
"10988","C20orf202"
"10989","EFHB"
"10990","CHKB-CPT1B"
"10991","RS1"
"10992","ATP13A1"
"10993","ATP13A3"
"10994","ATP13A2"
"10995","ATP13A5"
"10996","ATP13A4"
"10997","PLEKHO2"
"10998","E2F7"
"10999","E2F6"
"11000","E2F5"
"11001","E2F4"
"11002","E2F3"
"11003","E2F2"
"11004","E2F8"
"11005","EEF2"
"11006","ZDBF2"
"11007","IZUMO4"
"11008","PCDHGA12"
"11009","PYCR2"
"11010","PYCR1"
"11011","FAM234A"
"11012","CTBS"
"11013","IFITM1"
"11014","HPCAL1"
"11015","LIPE"
"11016","HPCAL4"
"11017","LIPH"
"11018","CD300LG"
"11019","CD300LF"
"11020","RILP"
"11021","HDX"
"11022","ARFGAP1"
"11023","C21orf2"
"11024","U2AF1"
"11025","U2AF2"
"11026","GPR160"
"11027","COX7A2"
"11028","MTHFD2"
"11029","MTHFD1"
"11030","TBP"
"11031","IFI27L1"
"11032","IFI27L2"
"11033","C7orf13"
"11034","SLX4"
"11035","AZI2"
"11036","ZNF436"
"11037","ZNF431"
"11038","ABRACL"
"11039","ZNF433"
"11040","ZNF432"
"11041","ZNF439"
"11042","ZNF438"
"11043","RALGDS"
"11044","CCDC191"
"11045","TM6SF1"
"11046","TM6SF2"
"11047","RTCB"
"11048","RTCA"
"11049","SLC4A11"
"11050","SLC4A10"
"11051","KIAA0232"
"11052","LOC90246"
"11053","AP1B1"
"11054","TXLNB"
"11055","TXLNA"
"11056","HRASLS5"
"11057","HRASLS2"
"11058","FEZ1"
"11059","FEZ2"
"11060","RAB4B"
"11061","RAB4A"
"11062","ATP6AP1"
"11063","ATP6AP2"
"11064","BICDL2"
"11065","CXADR"
"11066","ACTL10"
"11067","ACOT8"
"11068","ACOT9"
"11069","RBBP9"
"11070","RBBP8"
"11071","RBBP7"
"11072","RBBP6"
"11073","RBBP5"
"11074","RBBP4"
"11075","RAB42"
"11076","RAB41"
"11077","C12orf4"
"11078","GGTLC2"
"11079","NARF"
"11080","GSPT2"
"11081","GSPT1"
"11082","RALGPS2"
"11083","MIER2"
"11084","MIER3"
"11085","PAPD7"
"11086","PAPD4"
"11087","PAPD5"
"11088","LRBA"
"11089","TOLLIP"
"11090","PPP2R5D"
"11091","PPP2R5E"
"11092","PPP2R5B"
"11093","PPP2R5C"
"11094","LCMT1"
"11095","LCMT2"
"11096","NAMPT"
"11097","NDUFB11"
"11098","SCRG1"
"11099","FOXD4"
"11100","FOXD2"
"11101","FOXD3"
"11102","SLFN12"
"11103","FOXD1"
"11104","CAPN15"
"11105","CAPN14"
"11106","CAPN13"
"11107","CAPN12"
"11108","CAPN10"
"11109","SLC35D3"
"11110","SLC35D1"
"11111","COX7B"
"11112","COX7C"
"11113","IL1RAPL2"
"11114","HYI"
"11115","MPRIP"
"11116","C11orf95"
"11117","THUMPD3"
"11118","THUMPD2"
"11119","CHORDC1"
"11120","PXDNL"
"11121","MLLT6"
"11122","MLLT1"
"11123","MLLT3"
"11124","RPS15AP10"
"11125","PCDHA1"
"11126","PCDHA6"
"11127","PCDHA7"
"11128","PCDHA4"
"11129","PCDHA5"
"11130","EIF4A1"
"11131","PCDHA8"
"11132","PCDHA9"
"11133","EPM2AIP1"
"11134","LRFN3"
"11135","LYRM2"
"11136","LYRM1"
"11137","LYRM7"
"11138","HNRNPA3P1"
"11139","LRFN4"
"11140","NKX2-2"
"11141","LYRM9"
"11142","NKX2-5"
"11143","BRAT1"
"11144","OAS3"
"11145","OAS2"
"11146","PAG1"
"11147","NBPF3"
"11148","OASL"
"11149","CCIN"
"11150","CCDC81"
"11151","ASPHD2"
"11152","ASPHD1"
"11153","PTGFRN"
"11154","UBAP2"
"11155","UBAP1"
"11156","DHRS4-AS1"
"11157","CDC6"
"11158","TMEM9B"
"11159","DDX60L"
"11160","KLHL36"
"11161","KLHL35"
"11162","KLHL30"
"11163","KLHL31"
"11164","TMEM92"
"11165","TMEM97"
"11166","KLHL38"
"11167","PEX1"
"11168","PEX3"
"11169","PEX2"
"11170","PEX5"
"11171","PEX7"
"11172","PEX6"
"11173","GNAI2"
"11174","GNAI3"
"11175","GNAI1"
"11176","TFPI"
"11177","POMC"
"11178","ACHE"
"11179","PRB3"
"11180","POMK"
"11181","WSCD1"
"11182","RPS13"
"11183","RPS12"
"11184","RPS11"
"11185","RPS10"
"11186","RPS16"
"11187","RPS15"
"11188","RPS14"
"11189","RPS19"
"11190","RHOXF1"
"11191","PUSL1"
"11192","PLCXD2"
"11193","TSSC4"
"11194","TSSC1"
"11195","RRAGA"
"11196","RRAGB"
"11197","GGT1"
"11198","GGT6"
"11199","GGT7"
"11200","ARHGAP39"
"11201","TIAF1"
"11202","PTPRT"
"11203","PTPRS"
"11204","PTPRR"
"11205","PTPRQ"
"11206","TINF2"
"11207","PTPRG"
"11208","PTPRF"
"11209","PTPRE"
"11210","PTPRC"
"11211","PTPRB"
"11212","PTPRA"
"11213","PTPRO"
"11214","PTPRM"
"11215","CCDC103"
"11216","PTPRK"
"11217","IFT27"
"11218","IFT20"
"11219","IFT22"
"11220","GAPVD1"
"11221","DMPK"
"11222","RNASEH1"
"11223","DMP1"
"11224","EEF1DP3"
"11225","RC3H2"
"11226","IFIT5"
"11227","IFIT2"
"11228","IFIT1"
"11229","MAP1LC3A"
"11230","MAP1LC3B"
"11231","GGTLC1"
"11232","ZFP28"
"11233","BRCC3"
"11234","ARL5A"
"11235","ARL5B"
"11236","WDR35"
"11237","WDR34"
"11238","WDR37"
"11239","WDR36"
"11240","WDR33"
"11241","IL15RA"
"11242","WDR38"
"11243","EIF4A3"
"11244","EIF4A2"
"11245","GIGYF2"
"11246","TLE3"
"11247","TLE1"
"11248","TLE6"
"11249","FAM206A"
"11250","TLE4"
"11251","AUNIP"
"11252","LINC00852"
"11253","CACNA1G"
"11254","CDC7"
"11255","TFPT"
"11256","KCNC3"
"11257","PCDHB13"
"11258","PCDHB12"
"11259","PCDHB11"
"11260","PCDHB10"
"11261","PCDHB15"
"11262","TMIE"
"11263","KIAA2022"
"11264","KIAA2026"
"11265","ELOVL6"
"11266","MUM1L1"
"11267","LTBP3"
"11268","LTBP2"
"11269","LTBP1"
"11270","APC2"
"11271","MBD5"
"11272","MBD4"
"11273","MBD6"
"11274","MBD2"
"11275","MLPH"
"11276","REXO1"
"11277","REXO4"
"11278","SLC25A19"
"11279","COIL"
"11280","SLC25A14"
"11281","SLC25A13"
"11282","SLC25A12"
"11283","SLC25A11"
"11284","TUBA3C"
"11285","TUBA3E"
"11286","TUBA3D"
"11287","CCDC14"
"11288","CCDC15"
"11289","CCDC12"
"11290","CCDC13"
"11291","CCDC18"
"11292","ZNF280C"
"11293","VIM"
"11294","VIT"
"11295","STAR"
"11296","COX6B1"
"11297","COX6B2"
"11298","STAM"
"11299","ARIH2"
"11300","RAB11A"
"11301","CLDN9"
"11302","FIG4"
"11303","TTC16"
"11304","CLDN1"
"11305","CLDN3"
"11306","CLDN4"
"11307","CLDN5"
"11308","CLDN6"
"11309","CLDN7"
"11310","FIGN"
"11311","LGALS7B"
"11312","PCNX2"
"11313","PCNX3"
"11314","IRF1"
"11315","PCNX1"
"11316","IRF7"
"11317","IRF6"
"11318","IRF5"
"11319","IRF4"
"11320","IRF9"
"11321","SNX29"
"11322","SNX22"
"11323","SNX21"
"11324","SNX27"
"11325","SNX24"
"11326","SNX25"
"11327","RUNDC1"
"11328","PANX1"
"11329","PANX2"
"11330","ZNF271P"
"11331","ZBTB11"
"11332","ZBTB10"
"11333","ZBTB16"
"11334","ZBTB18"
"11335","C1orf159"
"11336","DDX19B"
"11337","CRAT"
"11338","TRIM68"
"11339","TRIM69"
"11340","UNG"
"11341","TRIM61"
"11342","TRIM65"
"11343","TRIM66"
"11344","TRIM67"
"11345","TRIT1"
"11346","ITK"
"11347","NRF1"
"11348","NAGPA"
"11349","LCAT"
"11350","SERTAD1"
"11351","SERTAD2"
"11352","SERTAD3"
"11353","SERTAD4"
"11354","ARAP1"
"11355","BID"
"11356","MBD1"
"11357","HEMK1"
"11358","RAB12"
"11359","PYDC1"
"11360","RDX"
"11361","DHCR24"
"11362","LCA5"
"11363","DEC1"
"11364","PPP1R42"
"11365","FGFRL1"
"11366","CRLF1"
"11367","PARK7"
"11368","NXPE3"
"11369","DMTF1"
"11370","GUSB"
"11371","KIZ"
"11372","KIT"
"11373","KIN"
"11374","EDAR"
"11375","SLC25A18"
"11376","TNFRSF17"
"11377","KIAA1429"
"11378","TNFRSF18"
"11379","TNFRSF19"
"11380","PPP4R1L"
"11381","TNFRSF1B"
"11382","ATP1A1-AS1"
"11383","LOC284023"
"11384","POLR2J4"
"11385","POLR2J2"
"11386","HPRT1"
"11387","FOSL2"
"11388","NDUFA10"
"11389","NUDT19"
"11390","RAB1A"
"11391","ISOC2"
"11392","ISOC1"
"11393","CHRD"
"11394","BRWD1"
"11395","C1orf210"
"11396","C1orf216"
"11397","WASL"
"11398","BCL9L"
"11399","CLEC3B"
"11400","CLEC3A"
"11401","MAD2L1BP"
"11402","DGKZ"
"11403","C10orf35"
"11404","IDH3B"
"11405","RHOBTB2"
"11406","RHOBTB3"
"11407","RHOBTB1"
"11408","INO80D"
"11409","INO80E"
"11410","INO80C"
"11411","FAM43B"
"11412","FAM43A"
"11413","FAM124B"
"11414","FAM124A"
"11415","FNTA"
"11416","FNTB"
"11417","ADORA2A-AS1"
"11418","GNG7"
"11419","THRA"
"11420","GATD1"
"11421","CCNG1"
"11422","CCNG2"
"11423","AP2M1"
"11424","LOC100128164"
"11425","GCAT"
"11426","DSG1"
"11427","KIF16B"
"11428","AKR1D1"
"11429","PDE9A"
"11430","TAF6L"
"11431","TATDN1"
"11432","TATDN3"
"11433","TATDN2"
"11434","WWTR1"
"11435","LRP1B"
"11436","DAP"
"11437","LRP10"
"11438","LRP11"
"11439","LRP12"
"11440","GAPDHS"
"11441","BICD2"
"11442","BICD1"
"11443","BBS9"
"11444","BBS1"
"11445","BBS5"
"11446","ESM1"
"11447","AGL"
"11448","AGK"
"11449","NIPA2"
"11450","NIPA1"
"11451","AGA"
"11452","AGT"
"11453","SLC50A1"
"11454","PIK3CA"
"11455","PIK3CD"
"11456","PIK3CG"
"11457","ZSWIM4"
"11458","ZSWIM5"
"11459","ZSWIM6"
"11460","ZSWIM7"
"11461","ZSWIM1"
"11462","ZSWIM3"
"11463","ZSWIM8"
"11464","SNORD17"
"11465","MEG3"
"11466","PIK3C3"
"11467","PRRG4"
"11468","PRRG1"
"11469","PRRG2"
"11470","PRRG3"
"11471","MAX"
"11472","MAZ"
"11473","ERI2"
"11474","ERI3"
"11475","ERI1"
"11476","MAG"
"11477","MAF"
"11478","MAL"
"11479","CSDE1"
"11480","LOC100132111"
"11481","HMCN1"
"11482","UTP23"
"11483","UTP20"
"11484","NPHP3"
"11485","NPHP4"
"11486","CTH"
"11487","ARF3"
"11488","ARF1"
"11489","ARF6"
"11490","ARF4"
"11491","IRF3"
"11492","IRF2"
"11493","GLP1R"
"11494","SCN4A"
"11495","RAB11FIP3"
"11496","RAB11FIP2"
"11497","RAB11FIP1"
"11498","PCNX4"
"11499","RAB11FIP5"
"11500","PEX12"
"11501","AASS"
"11502","CLIP3"
"11503","CLIP2"
"11504","EIF1B"
"11505","CD48"
"11506","CD47"
"11507","CD46"
"11508","CD40"
"11509","FPGT"
"11510","FPGS"
"11511","VMA21"
"11512","CETN4P"
"11513","TBL1X"
"11514","FAR1"
"11515","FAR2"
"11516","PAK4"
"11517","PAK3"
"11518","NSDHL"
"11519","KCNG2"
"11520","KCNG3"
"11521","NUBPL"
"11522","SUB1"
"11523","MFSD2B"
"11524","KAT14"
"11525","ARID2"
"11526","PTGDR2"
"11527","ARGLU1"
"11528","ZBTB17"
"11529","ZBTB14"
"11530","GLYCTK"
"11531","NUBP2"
"11532","GAS1"
"11533","GAS2"
"11534","GAS5"
"11535","GAS7"
"11536","ACTA1"
"11537","C22orf39"
"11538","PLPP1"
"11539","PLPP2"
"11540","PLPP5"
"11541","PLPP4"
"11542","PLPP7"
"11543","DDX19A"
"11544","GKAP1"
"11545","LYSMD2"
"11546","CHPF2"
"11547","ACVR2B"
"11548","CLGN"
"11549","SMARCA1"
"11550","SMARCA2"
"11551","SMARCA4"
"11552","SMARCA5"
"11553","POMZP3"
"11554","FYB"
"11555","OLAH"
"11556","FYN"
"11557","OST4"
"11558","OSTC"
"11559","FCGR2A"
"11560","WBP1"
"11561","CALCR"
"11562","WBP4"
"11563","CKB"
"11564","CKM"
"11565","UNK"
"11566","CUL9"
"11567","CUL5"
"11568","CUL7"
"11569","CUL1"
"11570","CUL2"
"11571","FCER2"
"11572","MMGT1"
"11573","ARHGAP9"
"11574","ARHGAP4"
"11575","ARHGAP5"
"11576","ARHGAP6"
"11577","ICOSLG"
"11578","ARHGAP1"
"11579","RIDA"
"11580","ANXA11"
"11581","ANXA13"
"11582","CCT6P1"
"11583","MRPL4"
"11584","MRPL2"
"11585","BORCS8-MEF2B"
"11586","MRPL1"
"11587","RTKN"
"11588","CD79B"
"11589","MEOX1"
"11590","MEOX2"
"11591","CBLN4"
"11592","CBLN2"
"11593","CBLN3"
"11594","CBLN1"
"11595","CYB561A3"
"11596","COL4A3BP"
"11597","SLPI"
"11598","TSTA3"
"11599","RPS6KC1"
"11600","IDO2"
"11601","ZNF876P"
"11602","CATSPER1"
"11603","CATSPER2"
"11604","LRRC8C"
"11605","CATSPERB"
"11606","DEDD2"
"11607","FAM178B"
"11608","DOLK"
"11609","TARSL2"
"11610","ENOSF1"
"11611","CIAPIN1"
"11612","TRHDE"
"11613","PA2G4"
"11614","GIN1"
"11615","NR1I2"
"11616","ULBP2"
"11617","ULBP3"
"11618","GRB7"
"11619","ULBP1"
"11620","UQCC1"
"11621","UQCC3"
"11622","UQCC2"
"11623","HOXC9"
"11624","HOXC8"
"11625","HOXC5"
"11626","HOXC4"
"11627","HOXC6"
"11628","HTRA2"
"11629","RBMX2"
"11630","POLR2D"
"11631","POLR2G"
"11632","POLR2A"
"11633","POLR2B"
"11634","POLR2M"
"11635","POLR2L"
"11636","POLR2I"
"11637","POLR2H"
"11638","F11R"
"11639","POLR2J"
"11640","SERHL"
"11641","OSER1"
"11642","ZNF137P"
"11643","DSCAML1"
"11644","VBP1"
"11645","UBE2Q2P1"
"11646","CTNS"
"11647","ITFG2"
"11648","ITFG1"
"11649","TMEM234"
"11650","TMEM237"
"11651","TMEM231"
"11652","TMEM230"
"11653","TMEM232"
"11654","ANKHD1"
"11655","C14orf80"
"11656","CTU2"
"11657","CTU1"
"11658","MSX1"
"11659","MSX2"
"11660","SIN3A"
"11661","TVP23C"
"11662","TVP23B"
"11663","TVP23A"
"11664","TAB3"
"11665","TAB1"
"11666","SUMO1"
"11667","TMCO1"
"11668","TMCO3"
"11669","TMCO6"
"11670","ANKIB1"
"11671","EEF2K"
"11672","MIB2"
"11673","TOR3A"
"11674","PRELID3B"
"11675","CXCL11"
"11676","CXCL10"
"11677","CXCL13"
"11678","CXCL14"
"11679","CXCL17"
"11680","CXCL16"
"11681","HCN1"
"11682","HCN3"
"11683","HCN4"
"11684","GOLGA7B"
"11685","PEPD"
"11686","ZIC4"
"11687","ZIC5"
"11688","ZIC2"
"11689","ZIC1"
"11690","ING4"
"11691","ING5"
"11692","C21orf58"
"11693","ING1"
"11694","ING2"
"11695","ING3"
"11696","VASH2"
"11697","VASH1"
"11698","ACP6"
"11699","ACP7"
"11700","ACP1"
"11701","ACP2"
"11702","SNIP1"
"11703","GLA"
"11704","GLS"
"11705","TMEM11"
"11706","TMEM18"
"11707","TMEM19"
"11708","NT5C3A"
"11709","NT5C3B"
"11710","USMG5"
"11711","ZNF638"
"11712","NPNT"
"11713","FLJ42627"
"11714","SIM2"
"11715","PRSS12"
"11716","HLA-DRA"
"11717","PRSS16"
"11718","MEX3D"
"11719","MEX3B"
"11720","MEX3C"
"11721","MEX3A"
"11722","LACTB2"
"11723","BTRC"
"11724","LRRC10B"
"11725","STYK1"
"11726","SCRT1"
"11727","IFNLR1"
"11728","UBLCP1"
"11729","MTMR9"
"11730","MTMR8"
"11731","MTMR7"
"11732","MTMR4"
"11733","MTMR3"
"11734","MTMR2"
"11735","MTMR1"
"11736","NAAA"
"11737","SFI1"
"11738","APPBP2"
"11739","CYB561"
"11740","TACSTD2"
"11741","KPNA3"
"11742","KPNA2"
"11743","FARP2"
"11744","FARP1"
"11745","C9orf40"
"11746","C9orf43"
"11747","SNAP47"
"11748","DEPDC1"
"11749","DEPDC4"
"11750","DEPDC5"
"11751","SCYL2"
"11752","SCYL3"
"11753","STXBP3"
"11754","STXBP2"
"11755","STXBP5"
"11756","STXBP4"
"11757","STXBP6"
"11758","S1PR3"
"11759","S1PR2"
"11760","S1PR1"
"11761","TMEM200A"
"11762","TMEM200C"
"11763","TMEM200B"
"11764","ENY2"
"11765","CCZ1"
"11766","GPN2"
"11767","MIF"
"11768","HAP1"
"11769","ICE2"
"11770","ICE1"
"11771","CDK2"
"11772","CDK3"
"11773","CDK4"
"11774","CDK5"
"11775","CDK6"
"11776","CDK7"
"11777","CDK9"
"11778","HAPLN1"
"11779","HAPLN3"
"11780","HAPLN2"
"11781","RERE"
"11782","RERG"
"11783","SUPT3H"
"11784","PRKCA"
"11785","PRKCB"
"11786","PRKCE"
"11787","PRKCD"
"11788","PRKCZ"
"11789","RER1"
"11790","SGSM2"
"11791","SGSM1"
"11792","PRKCQ"
"11793","MUL1"
"11794","NAA15"
"11795","PPIL1"
"11796","PPIL2"
"11797","PPIL3"
"11798","PPIL4"
"11799","PPIL6"
"11800","CCDC94"
"11801","CCDC96"
"11802","CCDC97"
"11803","CCDC92"
"11804","CCDC93"
"11805","ZNF570"
"11806","ZNF571"
"11807","ZNF572"
"11808","ZNF573"
"11809","ZNF574"
"11810","ZNF575"
"11811","ZNF576"
"11812","ZNF577"
"11813","ZNF578"
"11814","ZNF579"
"11815","SETDB1"
"11816","SETDB2"
"11817","KCNAB1"
"11818","KCNAB3"
"11819","KCNAB2"
"11820","RPL14"
"11821","RPL15"
"11822","TOMM34"
"11823","RPL17"
"11824","RPL10"
"11825","RPL11"
"11826","RPL12"
"11827","GPATCH4"
"11828","GPATCH2"
"11829","GPATCH3"
"11830","GPATCH1"
"11831","NINL"
"11832","SYP"
"11833","PDZK1IP1"
"11834","MBL1P"
"11835","STIL"
"11836","PHKA1"
"11837","PHKA2"
"11838","EEF1AKMT3"
"11839","EEF1AKMT1"
"11840","FAM162A"
"11841","FAM162B"
"11842","FGGY"
"11843","TOP3A"
"11844","ILK"
"11845","RABEP2"
"11846","MORF4L2"
"11847","MORF4L1"
"11848","RABEPK"
"11849","FAM171A2"
"11850","TBL1XR1"
"11851","SNRK"
"11852","IL6"
"11853","IL7"
"11854","SAT1"
"11855","SAT2"
"11856","DTX1"
"11857","DTX3"
"11858","CENPM"
"11859","OXR1"
"11860","CMAHP"
"11861","RB1CC1"
"11862","AKR1E2"
"11863","HSPBP1"
"11864","GPR180"
"11865","RAMP1"
"11866","CENPB"
"11867","CENPA"
"11868","GSTCD"
"11869","SSH2"
"11870","PARS2"
"11871","MCF2L2"
"11872","PI4K2B"
"11873","INAFM1"
"11874","NHLRC3"
"11875","NHLRC2"
"11876","NHLRC1"
"11877","NHLRC4"
"11878","GSE1"
"11879","CGREF1"
"11880","BRSK2"
"11881","BRSK1"
"11882","MIF4GD"
"11883","TLR2"
"11884","TLR3"
"11885","TLR1"
"11886","TLR6"
"11887","TLR7"
"11888","TLR5"
"11889","TLR9"
"11890","NUP205"
"11891","ARID4A"
"11892","ARID4B"
"11893","MMS19"
"11894","PLEKHA4"
"11895","ADGRG6"
"11896","PLEKHA6"
"11897","UBXN8"
"11898","TFE3"
"11899","UBXN4"
"11900","UBXN7"
"11901","UBXN1"
"11902","PLEKHA2"
"11903","TFEB"
"11904","KIAA1109"
"11905","ECI2"
"11906","ECI1"
"11907","RTF1"
"11908","SMCHD1"
"11909","JAZF1"
"11910","LRRC59"
"11911","SYVN1"
"11912","DRAXIN"
"11913","DGUOK"
"11914","MAK16"
"11915","AMZ2P1"
"11916","C5orf22"
"11917","C5orf24"
"11918","ANLN"
"11919","SSBP1"
"11920","SSBP3"
"11921","SSBP2"
"11922","BCL10"
"11923","IL27RA"
"11924","FLJ13224"
"11925","ERRFI1"
"11926","AMZ1"
"11927","AMZ2"
"11928","DHX29"
"11929","ZNF778"
"11930","ZNF776"
"11931","ZNF777"
"11932","ZNF775"
"11933","ZNF772"
"11934","L1CAM"
"11935","BAZ2B"
"11936","CYP11A1"
"11937","LCTL"
"11938","TRPT1"
"11939","GDF11"
"11940","SPRTN"
"11941","RPH3AL"
"11942","GZMA"
"11943","GZMB"
"11944","GZMM"
"11945","GZMK"
"11946","MYH10"
"11947","MYH11"
"11948","MYH14"
"11949","LMF2"
"11950","LMF1"
"11951","GON7"
"11952","SYCP2"
"11953","LEF1"
"11954","MTFMT"
"11955","NAA38"
"11956","NAA35"
"11957","NAA30"
"11958","ATAD2B"
"11959","PGF"
"11960","PGC"
"11961","PDE1C"
"11962","PDE1B"
"11963","DYM"
"11964","PGR"
"11965","PGP"
"11966","IVNS1ABP"
"11967","SCIMP"
"11968","NDUFC2"
"11969","BMI1"
"11970","MRS2"
"11971","PDE12"
"11972","DMXL2"
"11973","CEP112"
"11974","MIP"
"11975","CBFB"
"11976","CGNL1"
"11977","EID2"
"11978","EID3"
"11979","EID1"
"11980","ADAR"
"11981","ADAL"
"11982","SF3A1"
"11983","SF3A2"
"11984","SF3A3"
"11985","TTPAL"
"11986","TIFA"
"11987","ZNF25"
"11988","ZNF20"
"11989","ZNF23"
"11990","ZNF28"
"11991","SH3TC2"
"11992","SH3TC1"
"11993","BBS10"
"11994","BBS12"
"11995","UBL4B"
"11996","UBL4A"
"11997","RNPEP"
"11998","RNF113A"
"11999","SNCA"
"12000","RANBP9"
"12001","DIS3L2"
"12002","RANBP1"
"12003","RANBP3"
"12004","TMEM9"
"12005","TMEM2"
"12006","TMEM5"
"12007","ARNT"
"12008","SLAMF8"
"12009","SLAMF6"
"12010","SLAMF1"
"12011","FKRP"
"12012","HDGFRP2"
"12013","HDGFRP3"
"12014","SSNA1"
"12015","PODXL"
"12016","CAPRIN2"
"12017","CAPRIN1"
"12018","CCNT1"
"12019","BBOF1"
"12020","CCNT2"
"12021","MC1R"
"12022","ZAK"
"12023","RPL39L"
"12024","RUNX3"
"12025","RUNX1"
"12026","SLC9A5"
"12027","SLC9A6"
"12028","SLC9A7"
"12029","SLC9A1"
"12030","SLC9A8"
"12031","SLC9A9"
"12032","LOC344967"
"12033","ARHGEF37"
"12034","PLCB2"
"12035","PLCB4"
"12036","ARHGEF33"
"12037","LOC93622"
"12038","ARHGEF38"
"12039","ARHGEF39"
"12040","ESR1"
"12041","MSMO1"
"12042","EARS2"
"12043","MOB3B"
"12044","MOB3C"
"12045","MOB3A"
"12046","TBX6"
"12047","TBX4"
"12048","TBX5"
"12049","A2M"
"12050","C18orf21"
"12051","LIG4"
"12052","TMEM38B"
"12053","C18orf25"
"12054","LIG3"
"12055","PRRT3"
"12056","PRRT2"
"12057","C14orf1"
"12058","ERMP1"
"12059","CFAP46"
"12060","CFAP47"
"12061","CFAP44"
"12062","CFAP45"
"12063","CFAP43"
"12064","FAU"
"12065","FAH"
"12066","HNRNPA2B1"
"12067","RSRP1"
"12068","AMY2B"
"12069","SLC47A1"
"12070","OAF"
"12071","CCS"
"12072","OAT"
"12073","COG8"
"12074","COG3"
"12075","COG2"
"12076","COG1"
"12077","CHTOP"
"12078","COG7"
"12079","COG6"
"12080","COG5"
"12081","COG4"
"12082","CFTR"
"12083","PCBP4"
"12084","GUCY1A2"
"12085","PCBP2"
"12086","PCBP1"
"12087","LZTS2"
"12088","LZTS1"
"12089","C1QL1"
"12090","C1QL2"
"12091","C1QL3"
"12092","C1QL4"
"12093","NHSL1"
"12094","NHSL2"
"12095","PAK1IP1"
"12096","FAM57B"
"12097","RFWD2"
"12098","RFWD3"
"12099","CIRBP-AS1"
"12100","TRMT6"
"12101","TRMT5"
"12102","TRMT1"
"12103","MNAT1"
"12104","SEMA3A"
"12105","SEMA3C"
"12106","SEMA3B"
"12107","SEMA3E"
"12108","SEMA3G"
"12109","SEMA3F"
"12110","DESI2"
"12111","ZNF251"
"12112","ZNF250"
"12113","ZNF253"
"12114","ZNF257"
"12115","ZNF256"
"12116","DERA"
"12117","TMEM183A"
"12118","AR"
"12119","ZNF85"
"12120","PAK2"
"12121","C1QTNF9"
"12122","C1QTNF2"
"12123","C1QTNF3"
"12124","C1QTNF1"
"12125","C1QTNF7"
"12126","C1QTNF4"
"12127","CREB3L2"
"12128","KCNT2"
"12129","CREB3L4"
"12130","C17orf75"
"12131","AJAP1"
"12132","EGLN2"
"12133","NDUFAB1"
"12134","HEBP1"
"12135","HEBP2"
"12136","DUS2"
"12137","NDUFB3"
"12138","IWS1"
"12139","L2HGDH"
"12140","ATF7IP2"
"12141","PRR12"
"12142","PRR13"
"12143","PRR11"
"12144","PRR16"
"12145","PRR14"
"12146","PRR18"
"12147","PRR19"
"12148","TIMM13"
"12149","TIMM10"
"12150","OPCML"
"12151","BMS1P4"
"12152","LRR1"
"12153","FAM186A"
"12154","LOC728743"
"12155","PLEKHD1"
"12156","ADGRB1"
"12157","ADGRB3"
"12158","OSCP1"
"12159","RNF25"
"12160","RNF24"
"12161","RNF26"
"12162","LSP1"
"12163","MARS"
"12164","TOX"
"12165","TOM1"
"12166","MYOT"
"12167","TAF9"
"12168","MYOC"
"12169","TAF8"
"12170","CYS1"
"12171","ANKRD40"
"12172","TMEM41A"
"12173","TMEM41B"
"12174","CNOT9"
"12175","CNOT8"
"12176","CNOT3"
"12177","CNOT2"
"12178","AARS2"
"12179","CNOT7"
"12180","CNOT6"
"12181","CNOT4"
"12182","ANKRD49"
"12183","YARS2"
"12184","EAPP"
"12185","GNPDA2"
"12186","INSRR"
"12187","RASAL1"
"12188","RASAL3"
"12189","RASAL2"
"12190","EGF"
"12191","SLC12A5"
"12192","SLC12A4"
"12193","SLC12A7"
"12194","SLC12A6"
"12195","SLC12A3"
"12196","SLC12A2"
"12197","SLC12A9"
"12198","SLC12A8"
"12199","MRVI1"
"12200","WHRN"
"12201","CCDC127"
"12202","CCDC126"
