"","x"
"12203","CCDC125"
"12204","CCDC124"
"12205","CCDC122"
"12206","CCDC121"
"12207","CCDC120"
"12208","ZIK1"
"12209","STK26"
"12210","STK25"
"12211","MYT1"
"12212","L1TD1"
"12213","TUBB2A"
"12214","TUBB2B"
"12215","DTYMK"
"12216","PIWIL2"
"12217","SPDYC"
"12218","TCF25"
"12219","NELFCD"
"12220","TCF20"
"12221","LENG1"
"12222","LENG9"
"12223","LENG8"
"12224","ATP5F1"
"12225","CERK"
"12226","CXorf38"
"12227","CXorf36"
"12228","GABARAPL1"
"12229","GABARAPL2"
"12230","PRR4"
"12231","KDM4C"
"12232","KDM4A"
"12233","DVL1"
"12234","KDM4D"
"12235","CRACR2B"
"12236","PSME2"
"12237","PSME3"
"12238","PSME1"
"12239","MTSS1"
"12240","MTFR1L"
"12241","TOPBP1"
"12242","FURIN"
"12243","CDK5R1"
"12244","TAGLN2"
"12245","GJD3"
"12246","ZMYND8"
"12247","RBM33"
"12248","NARS2"
"12249","CDK5R2"
"12250","GMPR"
"12251","GMPS"
"12252","APP"
"12253","EPHB3"
"12254","NOP10"
"12255","NOP14"
"12256","EXOC3L1"
"12257","NOP16"
"12258","FOXI3"
"12259","TMEM175"
"12260","EPHB4"
"12261","TMEM171"
"12262","LARGE1"
"12263","LARGE2"
"12264","APOLD1"
"12265","NYNRIN"
"12266","C11orf68"
"12267","C11orf65"
"12268","CCR1"
"12269","CCR4"
"12270","CCR5"
"12271","CCR6"
"12272","CDS2"
"12273","WT1"
"12274","S100P"
"12275","S100B"
"12276","CLDN23"
"12277","CYP4V2"
"12278","CLDN20"
"12279","THG1L"
"12280","ZNF862"
"12281","ZNF860"
"12282","ZNF512B"
"12283","FAM160A1"
"12284","FAM160A2"
"12285","GSR"
"12286","DHCR7"
"12287","CASP10"
"12288","CASP12"
"12289","RASIP1"
"12290","THPO"
"12291","GSN"
"12292","ZFP1"
"12293","ZFP2"
"12294","ZFP3"
"12295","ATP2B1"
"12296","ATP2B2"
"12297","ATP2B4"
"12298","CYP27C1"
"12299","PABPC1"
"12300","PABPC3"
"12301","DQX1"
"12302","GOLPH3"
"12303","PPME1"
"12304","PTPRN2"
"12305","CATSPER2P1"
"12306","AFDN-AS1"
"12307","AASDHPPT"
"12308","POF1B"
"12309","IDS"
"12310","RPL37A"
"12311","NFATC4"
"12312","IDE"
"12313","SORL1"
"12314","OBP2B"
"12315","OBP2A"
"12316","POLD1"
"12317","POLD2"
"12318","POLD3"
"12319","POLD4"
"12320","DLC1"
"12321","PI4KAP1"
"12322","NUB1"
"12323","ID4"
"12324","ID2"
"12325","ID3"
"12326","ID1"
"12327","MGME1"
"12328","BBS4"
"12329","GLI2"
"12330","GLI3"
"12331","GLI1"
"12332","ORC6"
"12333","ORC4"
"12334","ORC5"
"12335","ORC2"
"12336","ORC3"
"12337","ORC1"
"12338","DMKN"
"12339","RFPL3S"
"12340","GSTK1"
"12341","RARS2"
"12342","C2CD3"
"12343","C2CD2"
"12344","OSGEP"
"12345","C2CD6"
"12346","C2CD5"
"12347","SSFA2"
"12348","RRBP1"
"12349","BAK1"
"12350","SBSN"
"12351","CNTFR"
"12352","TACR2"
"12353","TACR1"
"12354","SERBP1"
"12355","PPP4C"
"12356","KIAA0586"
"12357","FAM71E1"
"12358","BARX2"
"12359","PRND"
"12360","CABYR"
"12361","SH2B2"
"12362","SH2B3"
"12363","SH2B1"
"12364","C19orf12"
"12365","PGLYRP2"
"12366","SYCE1L"
"12367","PGLYRP4"
"12368","RGS22"
"12369","UTS2"
"12370","ALKBH6"
"12371","PLB1"
"12372","SASH3"
"12373","SASH1"
"12374","VPS50"
"12375","CYB5A"
"12376","CYB5B"
"12377","ALKBH1"
"12378","PCK2"
"12379","PCK1"
"12380","C8orf58"
"12381","MTMR9LP"
"12382","ESRP2"
"12383","ESRP1"
"12384","ZMPSTE24"
"12385","MRPL36"
"12386","MRPL37"
"12387","MRPL34"
"12388","MRPL35"
"12389","MRPL32"
"12390","MRPL30"
"12391","MRPL38"
"12392","FAM92A"
"12393","FAM92B"
"12394","THOC2"
"12395","THOC1"
"12396","THOC7"
"12397","THOC6"
"12398","THOC5"
"12399","ZNF671"
"12400","SYS1-DBNDD2"
"12401","RNF103"
"12402","RECQL5"
"12403","RECQL4"
"12404","SAA2"
"12405","SAA1"
"12406","YTHDF3"
"12407","PPOX"
"12408","YTHDF1"
"12409","GTSF1"
"12410","NLK"
"12411","NLN"
"12412","PHLDB1"
"12413","PHLDB2"
"12414","RSL24D1"
"12415","LETMD1"
"12416","MTMR12"
"12417","MTMR11"
"12418","MTMR10"
"12419","PTCHD4"
"12420","PTCHD3"
"12421","PTCHD1"
"12422","BBX"
"12423","METAP1D"
"12424","CEP57L1"
"12425","C20orf197"
"12426","C20orf196"
"12427","C20orf194"
"12428","POR"
"12429","ST3GAL3"
"12430","ST3GAL2"
"12431","ST3GAL1"
"12432","ST3GAL6"
"12433","ST3GAL5"
"12434","ST3GAL4"
"12435","CEP131"
"12436","BCKDHB"
"12437","BCKDHA"
"12438","WIPF2"
"12439","WIPF1"
"12440","MON1A"
"12441","MON1B"
"12442","TMEM178A"
"12443","RBM41"
"12444","RBM42"
"12445","RBM43"
"12446","RBM44"
"12447","RBM45"
"12448","RBM47"
"12449","RBM48"
"12450","PPM1F"
"12451","PPM1E"
"12452","PPM1D"
"12453","PPM1B"
"12454","PPM1N"
"12455","PPM1M"
"12456","PPM1L"
"12457","PPM1K"
"12458","PPM1J"
"12459","PPM1H"
"12460","CHEK1"
"12461","GCFC2"
"12462","GINS2"
"12463","GINS3"
"12464","GINS4"
"12465","ALG10B"
"12466","CYP2S1"
"12467","ADPRH"
"12468","ADPRM"
"12469","ADI1"
"12470","C3"
"12471","C2"
"12472","C7"
"12473","EXPH5"
"12474","DLEU2"
"12475","CS"
"12476","RMND5A"
"12477","RMND5B"
"12478","CAPN9"
"12479","CAPN8"
"12480","AP3B1"
"12481","AP3B2"
"12482","SPAG4"
"12483","NFKBIA"
"12484","PGA3"
"12485","PPP1CC"
"12486","PPP1CA"
"12487","MPPED1"
"12488","PCLAF"
"12489","SRP9"
"12490","ZYX"
"12491","ZNF460"
"12492","VSIG10"
"12493","HIF1AN"
"12494","DENND3"
"12495","CREBRF"
"12496","PPP1R16A"
"12497","PPP1R16B"
"12498","BLNK"
"12499","NUCB1"
"12500","HSDL1"
"12501","HSDL2"
"12502","NUCB2"
"12503","SOCS5"
"12504","SOCS4"
"12505","SOCS7"
"12506","C16orf46"
"12507","SOCS1"
"12508","SOCS3"
"12509","SOCS2"
"12510","PPP2CA"
"12511","PPP2CB"
"12512","SRPX"
"12513","IL1R2"
"12514","IL1R1"
"12515","PTN"
"12516","ABHD15"
"12517","ABHD10"
"12518","ABHD11"
"12519","ABHD12"
"12520","ABHD13"
"12521","NGRN"
"12522","PTS"
"12523","ARPC3"
"12524","ARPC2"
"12525","ARPC5"
"12526","ARPC4"
"12527","ITPR2"
"12528","ITPR3"
"12529","ITPR1"
"12530","IL1RN"
"12531","ERCC6L2"
"12532","CASKIN2"
"12533","CASKIN1"
"12534","LAP3"
"12535","FAM217B"
"12536","OPN3"
"12537","TMEM30A"
"12538","HIVEP1"
"12539","HIVEP3"
"12540","EOGT"
"12541","NRIP2"
"12542","PRADC1"
"12543","STPG3"
"12544","STPG1"
"12545","PGRMC2"
"12546","PGRMC1"
"12547","KIAA1024"
"12548","TOP1P2"
"12549","GRAMD3"
"12550","SAMD14"
"12551","SAMD15"
"12552","SAMD12"
"12553","SAMD13"
"12554","ZNF546"
"12555","SAMD11"
"12556","IGF1R"
"12557","COQ8B"
"12558","COQ8A"
"12559","TEX9"
"12560","CD3EAP"
"12561","TEX2"
"12562","ARHGAP17"
"12563","STARD8"
"12564","ARHGAP12"
"12565","ARHGAP10"
"12566","STARD7"
"12567","ARHGAP18"
"12568","ARHGAP19"
"12569","PTRHD1"
"12570","BCDIN3D"
"12571","HID1"
"12572","SND1-IT1"
"12573","CBARP"
"12574","ITPRIP"
"12575","SETX"
"12576","C4orf46"
"12577","PBRM1"
"12578","C4orf48"
"12579","C15orf57"
"12580","C15orf56"
"12581","C15orf52"
"12582","ERAL1"
"12583","DDX17"
"12584","ZNF124"
"12585","DDX10"
"12586","DDX11"
"12587","VWCE"
"12588","ARFIP1"
"12589","TRIP10"
"12590","TRIP11"
"12591","TRIP12"
"12592","TRIP13"
"12593","NCLN"
"12594","DNAL1"
"12595","EHHADH"
"12596","FGFBP3"
"12597","FGFBP2"
"12598","FGFBP1"
"12599","ARMC10"
"12600","ARMC12"
"12601","USF2"
"12602","CSTF2T"
"12603","TAS1R1"
"12604","TAS1R3"
"12605","HSBP1"
"12606","GTF2E1"
"12607","GTF2E2"
"12608","PLEK2"
"12609","TCTE3"
"12610","MTHFD2L"
"12611","TCTE1"
"12612","FRK"
"12613","FRY"
"12614","OXLD1"
"12615","MSH2"
"12616","MSH3"
"12617","MSH4"
"12618","MSH6"
"12619","MYOCD"
"12620","PACSIN1"
"12621","PACSIN3"
"12622","PACSIN2"
"12623","COPA"
"12624","COPE"
"12625","HIST2H2AC"
"12626","PM20D2"
"12627","TOE1"
"12628","GPR135"
"12629","GPR137"
"12630","GPR132"
"12631","MFRP"
"12632","ATF7IP"
"12633","HAL"
"12634","ERLEC1"
"12635","KIAA1551"
"12636","LRRC73"
"12637","MOCOS"
"12638","RAI14"
"12639","PNPLA3"
"12640","PNPLA2"
"12641","PNPLA7"
"12642","PNPLA6"
"12643","PNPLA4"
"12644","PNPLA8"
"12645","SFPQ"
"12646","HMGN2P46"
"12647","THSD7B"
"12648","THSD7A"
"12649","GPR88"
"12650","WBP1L"
"12651","VCPIP1"
"12652","GPR82"
"12653","GPR83"
"12654","ZC3HAV1L"
"12655","TARDBP"
"12656","PRKRIP1"
"12657","PALLD"
"12658","RBMS1"
"12659","RBMS3"
"12660","RBMS2"
"12661","DAD1"
"12662","GDF9"
"12663","GDF1"
"12664","GDF6"
"12665","GDF5"
"12666","WNT9A"
"12667","ABCA11P"
"12668","CCDC102A"
"12669","CCDC102B"
"12670","COX8A"
"12671","LSG1"
"12672","FASLG"
"12673","HNRNPLL"
"12674","C9orf170"
"12675","C9orf172"
"12676","BRMS1"
"12677","FOXK2"
"12678","FOXK1"
"12679","TMEM119"
"12680","TMEM110"
"12681","TMEM115"
"12682","TMEM116"
"12683","SLC35A4"
"12684","SLC35A5"
"12685","SLC35A1"
"12686","SLC35A2"
"12687","SLC35A3"
"12688","MPDZ"
"12689","ASIC4"
"12690","ASIC1"
"12691","ASIC3"
"12692","ASIC2"
"12693","ABCB11"
"12694","ABCB10"
"12695","PAK6"
"12696","RBPMS"
"12697","PAK1"
"12698","TOX4"
"12699","TOX3"
"12700","STON2"
"12701","BEST4"
"12702","PXDC1"
"12703","FYTTD1"
"12704","KIAA1614"
"12705","TNPO2"
"12706","TNPO3"
"12707","TNPO1"
"12708","SPA17"
"12709","CLUHP3"
"12710","METTL8"
"12711","METTL1"
"12712","COLCA2"
"12713","METTL3"
"12714","METTL4"
"12715","METTL6"
"12716","FDX1L"
"12717","HCFC2"
"12718","HCFC1"
"12719","FOXD4L1"
"12720","MOV10L1"
"12721","STON1-GTF2A1L"
"12722","PCSK1N"
"12723","PDPK1"
"12724","RPF2"
"12725","ZNF688"
"12726","ZNF682"
"12727","ZNF683"
"12728","ZNF680"
"12729","ZNF681"
"12730","ZNF684"
"12731","AP5M1"
"12732","PCDHGC3"
"12733","PCDHGC4"
"12734","PCDHGC5"
"12735","POP1"
"12736","POP7"
"12737","POP5"
"12738","POP4"
"12739","OR2L13"
"12740","MYO18B"
"12741","PRG4"
"12742","MGC12916"
"12743","FKBP8"
"12744","FKBP9"
"12745","FAM133B"
"12746","FAM133A"
"12747","NCAPD2"
"12748","NCAPD3"
"12749","ZNF350"
"12750","ZNF358"
"12751","SOAT2"
"12752","SOAT1"
"12753","SRGAP1"
"12754","SRGAP3"
"12755","SRGAP2"
"12756","DLK1"
"12757","SMC3"
"12758","SMC2"
"12759","SMC5"
"12760","SMC4"
"12761","PYROXD1"
"12762","SMC6"
"12763","WBSCR17"
"12764","GRIPAP1"
"12765","LTK"
"12766","LTV1"
"12767","MARF1"
"12768","ARL8A"
"12769","TTC7B"
"12770","TTC7A"
"12771","C1orf61"
"12772","GYG1"
"12773","GYG2"
"12774","TWIST1"
"12775","TWIST2"
"12776","LINC00173"
"12777","PDIK1L"
"12778","ANKRD13D"
"12779","PTK2B"
"12780","KIAA1468"
"12781","SLC41A1"
"12782","SLC41A3"
"12783","SLC41A2"
"12784","CSF1"
"12785","CSF3"
"12786","CNTN2"
"12787","CNTN3"
"12788","CNTN1"
"12789","CDC42BPA"
"12790","TXNRD2"
"12791","TXNRD1"
"12792","UBE2E1"
"12793","UBE2E2"
"12794","CNGA3"
"12795","RPL7L1"
"12796","MCM3"
"12797","DUSP18"
"12798","CCDC47"
"12799","CCDC43"
"12800","CCDC40"
"12801","COASY"
"12802","CDKL3"
"12803","CDKL2"
"12804","FBXO22"
"12805","FBXO21"
"12806","FBXO25"
"12807","FAM107A"
"12808","MCMBP"
"12809","SRXN1"
"12810","TSPOAP1"
"12811","IQGAP1"
"12812","XXYLT1"
"12813","SPTSSB"
"12814","ANP32A-IT1"
"12815","PCMTD2"
"12816","TUBA4A"
"12817","TUBA4B"
"12818","FIBP"
"12819","POU2F2"
"12820","POU2F1"
"12821","C1orf127"
"12822","C1orf122"
"12823","C1orf123"
"12824","PCCB"
"12825","PCCA"
"12826","SIVA1"
"12827","ATP5G3"
"12828","TOR1AIP2"
"12829","TOR1AIP1"
"12830","RNF185"
"12831","RNF187"
"12832","RNF186"
"12833","RNF181"
"12834","RNF180"
"12835","RNF183"
"12836","RNF182"
"12837","SIGLEC9"
"12838","ZBTB20"
"12839","ZBTB21"
"12840","CLVS1"
"12841","ZBTB24"
"12842","ZBTB25"
"12843","PCDHB19P"
"12844","SYT13"
"12845","SYT11"
"12846","SYT14"
"12847","SYT15"
"12848","GPHN"
"12849","BCS1L"
"12850","GSTT1"
"12851","ATP6V1G2"
"12852","ATP6V1G1"
"12853","LAMTOR4"
"12854","LAMTOR5"
"12855","LAMTOR1"
"12856","LAMTOR2"
"12857","KDM7A"
"12858","DSC3"
"12859","STRN4"
"12860","STRN3"
"12861","SDR16C5"
"12862","KDR"
"12863","NDN"
"12864","MVB12A"
"12865","HSD11B1L"
"12866","COL13A1"
"12867","GPSM2"
"12868","GPSM3"
"12869","GPSM1"
"12870","AIMP2"
"12871","MLANA"
"12872","DDX3X"
"12873","HSH2D"
"12874","GPX1"
"12875","C20orf24"
"12876","PRDM5"
"12877","PRDM6"
"12878","VPS33A"
"12879","PRDM1"
"12880","STAC2"
"12881","PRDM2"
"12882","FCGBP"
"12883","PRDM8"
"12884","ANKRA2"
"12885","KCNN3"
"12886","PICALM"
"12887","UBE2QL1"
"12888","TRMT11"
"12889","TRMT13"
"12890","ANAPC15"
"12891","ANAPC16"
"12892","ANAPC11"
"12893","ANAPC10"
"12894","ANAPC13"
"12895","RCAN1"
"12896","MYC"
"12897","MYB"
"12898","ALOX5"
"12899","TRMT1L"
"12900","SPC25"
"12901","METAP2"
"12902","LOC728392"
"12903","PILRA"
"12904","PILRB"
"12905","TMEM170B"
"12906","HADH"
"12907","MRAP2"
"12908","VDR"
"12909","TBC1D8"
"12910","TBC1D9"
"12911","MRPS35"
"12912","MRPS34"
"12913","TBC1D2"
"12914","MRPS36"
"12915","MRPS31"
"12916","MRPS30"
"12917","MRPS33"
"12918","TBC1D7"
"12919","HSPA12B"
"12920","HSPA12A"
"12921","WAPL"
"12922","PARVG"
"12923","AMOT"
"12924","FRMD4A"
"12925","ARVCF"
"12926","LSM10"
"12927","LSM11"
"12928","PRPF38A"
"12929","WDSUB1"
"12930","ALDH9A1"
"12931","DYSF"
"12932","GATA6"
"12933","GATA4"
"12934","GATA3"
"12935","GATA1"
"12936","CCND1"
"12937","CCND3"
"12938","CCND2"
"12939","RPS27L"
"12940","RPS27A"
"12941","DPCD"
"12942","INSIG2"
"12943","INSIG1"
"12944","PAFAH2"
"12945","ABCA8"
"12946","ABCA9"
"12947","SART3"
"12948","TAF11"
"12949","TAF15"
"12950","FH"
"12951","NDUFV3"
"12952","MDK"
"12953","NDUFV1"
"12954","LAMA1"
"12955","LAMA2"
"12956","LAMA3"
"12957","LAMA4"
"12958","LAMA5"
"12959","LOC399815"
"12960","SLC25A45"
"12961","F3"
"12962","F5"
"12963","F7"
"12964","F8"
"12965","HTR3A"
"12966","FCAMR"
"12967","HS2ST1"
"12968","BAALC"
"12969","DYNLRB2"
"12970","DYNLRB1"
"12971","CYR61"
"12972","ABR"
"12973","FAM228A"
"12974","ARAF"
"12975","TEP1"
"12976","TEX261"
"12977","TEX264"
"12978","C1QC"
"12979","C1QB"
"12980","C1QA"
"12981","PKHD1"
"12982","VSIG8"
"12983","MGAT4B"
"12984","VSIG4"
"12985","VSIG2"
"12986","VSIG1"
"12987","SHPRH"
"12988","ADORA2A"
"12989","ADORA2B"
"12990","CNOT11"
"12991","CNOT10"
"12992","CD74"
"12993","CLOCK"
"12994","SH3BP4"
"12995","MCFD2"
"12996","FASTKD5"
"12997","FASTKD2"
"12998","FASTKD3"
"12999","FASTKD1"
"13000","CYB5D1"
"13001","CYB5D2"
"13002","SRP72"
"13003","MAPK7"
"13004","MAPK4"
"13005","PAF1"
"13006","REP15"
"13007","MAPK9"
"13008","SPATC1"
"13009","AATF"
"13010","AATK"
"13011","WTAP"
"13012","GNB1L"
"13013","UNC119"
"13014","KCND1"
"13015","KCND3"
"13016","KCND2"
"13017","MFSD1"
"13018","MFSD3"
"13019","ABHD14A"
"13020","ABHD14B"
"13021","TAMM41"
"13022","MAP6D1"
"13023","NCDN"
"13024","KAT6B"
"13025","KAT6A"
"13026","TCAM1P"
"13027","BHLHE41"
"13028","MAGI3"
"13029","MAGI2"
"13030","MAGI1"
"13031","ST7-OT3"
"13032","NGEF"
"13033","GAPT"
"13034","MAGIX"
"13035","BST1"
"13036","BST2"
"13037","ZNF335"
"13038","CARM1"
"13039","STAT5A"
"13040","SDHAP3"
"13041","SDHAP1"
"13042","SMTNL1"
"13043","VWA5A"
"13044","ATP6AP1L"
"13045","TNIK"
"13046","SERPING1"
"13047","MARCKSL1"
"13048","LY6E"
"13049","LY6D"
"13050","LY6H"
"13051","TYW5"
"13052","EBNA1BP2"
"13053","TYW3"
"13054","GPR37L1"
"13055","SPATA20"
"13056","CYCS"
"13057","SPATA25"
"13058","MCUR1"
"13059","C2orf70"
"13060","C2orf73"
"13061","C2orf76"
"13062","SNHG20"
"13063","EXOC6B"
"13064","CYC1"
"13065","SPATA2L"
"13066","FOXRED2"
"13067","FOXRED1"
"13068","CYP39A1"
"13069","SCAMP5"
"13070","SCAMP2"
"13071","SCAMP3"
"13072","SCAMP1"
"13073","RTL3"
"13074","RTL6"
"13075","RTL5"
"13076","TSPAN2"
"13077","TSPAN1"
"13078","TSPAN6"
"13079","TSPAN7"
"13080","TSPAN4"
"13081","TSPAN5"
"13082","TSPAN8"
"13083","TSPAN9"
"13084","ZNF444"
"13085","ZNF445"
"13086","ZNF446"
"13087","ZNF440"
"13088","ZNF441"
"13089","ZNF442"
"13090","ZNF443"
"13091","L3MBTL3"
"13092","L3MBTL2"
"13093","L3MBTL4"
"13094","SERAC1"
"13095","CINP"
"13096","RASD2"
"13097","RASD1"
"13098","TIFAB"
"13099","TRABD"
"13100","FAM175A"
"13101","FAM175B"
"13102","THBS2"
"13103","THBS3"
"13104","THBS1"
"13105","DSTN"
"13106","AP1G1"
"13107","AP1G2"
"13108","BUD31"
"13109","DDIAS"
"13110","XKRX"
"13111","GRAP"
"13112","XKR5"
"13113","XKR6"
"13114","XKR9"
"13115","XKR8"
"13116","HSP90AA1"
"13117","RNF169"
"13118","PALD1"
"13119","EIF1"
"13120","SCP2"
"13121","NNAT"
"13122","RAB37"
"13123","RAB35"
"13124","RAB34"
"13125","HJURP"
"13126","RAB32"
"13127","RAB30"
"13128","RAB38"
"13129","DOK2"
"13130","WDR93"
"13131","DOK1"
"13132","DOK6"
"13133","DOK7"
"13134","YPEL5"
"13135","RAB3D"
"13136","RAB3B"
"13137","ARMC8"
"13138","ARMC9"
"13139","ARMC6"
"13140","ARMC7"
"13141","ARMC4"
"13142","ARMC5"
"13143","ARMC2"
"13144","ARMC3"
"13145","ARMC1"
"13146","C19orf60"
"13147","PDCD6IP"
"13148","ZDHHC8P1"
"13149","EIF5"
"13150","WNT16"
"13151","WNT11"
"13152","RANGRF"
"13153","HSPA2"
"13154","HSPA7"
"13155","HSPA6"
"13156","HSPA5"
"13157","HSPA4"
"13158","HSPA9"
"13159","HSPA8"
"13160","LIFR"
"13161","KIAA0907"
"13162","DANCR"
"13163","PPP2R2D"
"13164","PPP2R2A"
"13165","PPP2R2C"
"13166","PPP2R2B"
"13167","CEP89"
"13168","PRR26"
"13169","CEP83"
"13170","CEP85"
"13171","HNRNPDL"
"13172","P4HA1"
"13173","EEF2KMT"
"13174","NTHL1"
"13175","TMEM266"
"13176","TMEM267"
"13177","TMEM263"
"13178","TMEM260"
"13179","SFT2D3"
"13180","SFT2D2"
"13181","SFT2D1"
"13182","DAP3"
"13183","TOP1"
"13184","TMEM192"
"13185","TMEM198"
"13186","TMEM199"
"13187","FOXC2"
"13188","FOXC1"
"13189","SHROOM3"
"13190","SHROOM1"
"13191","SHROOM4"
"13192","PELI1"
"13193","PELI3"
"13194","PELI2"
"13195","MYEOV"
"13196","SRPK1"
"13197","SRPK3"
"13198","SRPK2"
"13199","BDKRB1"
"13200","BDKRB2"
"13201","PCDHGA10"
"13202","SLC5A3"
"13203","RDH5"
"13204","UXS1"
"13205","RPN1"
"13206","RPN2"
"13207","NAP1L5"
"13208","CYP4F8"
"13209","PES1"
"13210","NOSTRIN"
"13211","CYP4F3"
"13212","ASB3"
"13213","ASB1"
"13214","ASB7"
"13215","ASB8"
"13216","ASB9"
"13217","ATP5SL"
"13218","DGCR6L"
"13219","TMEM44"
"13220","TMEM47"
"13221","TMEM43"
"13222","TMEM42"
"13223","MBTD1"
"13224","NHLH1"
"13225","ZNF600"
"13226","ZNF606"
"13227","ZNF607"
"13228","ZNF605"
"13229","TREX2"
"13230","NDC80"
"13231","ZNF608"
"13232","ZNF609"
"13233","GCA"
"13234","GCK"
"13235","RPL21P44"
"13236","PROZ"
"13237","AZGP1"
"13238","PROC"
"13239","NUTF2"
"13240","LINC00652"
"13241","PRSS30P"
"13242","CATSPERE"
"13243","CATSPERG"
"13244","RASGRP4"
"13245","SNRPA1"
"13246","PRPF40A"
"13247","ENKUR"
"13248","CYP4F29P"
"13249","GPCPD1"
"13250","SEPHS2"
"13251","SEPHS1"
"13252","RPS4X"
"13253","DLST"
"13254","SNAPIN"
"13255","VASN"
"13256","VASP"
"13257","PAPOLG"
"13258","PAPOLA"
"13259","ZSCAN32"
"13260","ZSCAN31"
"13261","CYP51A1"
"13262","TUT1"
"13263","CDNF"
"13264","ASRGL1"
"13265","WDR66"
"13266","SLC25A3"
"13267","SLC25A1"
"13268","TONSL"
"13269","SLC25A5"
"13270","SLC25A4"
"13271","TTC23L"
"13272","KIF5A"
"13273","MASP1"
"13274","MASP2"
"13275","IFNGR1"
"13276","IFNGR2"
"13277","CMIP"
"13278","CDK1"
"13279","IARS2"
"13280","USP49"
"13281","ECSCR"
"13282","USP44"
"13283","USP47"
"13284","USP46"
"13285","USP43"
"13286","USP42"
"13287","HCP5"
"13288","GGTA1P"
"13289","BLM"
"13290","ZPR1"
"13291","TPRG1L"
"13292","VAT1L"
"13293","RPS3"
"13294","RPS2"
"13295","VDAC3"
"13296","VDAC2"
"13297","VDAC1"
"13298","RPS9"
"13299","RPS8"
"13300","HSP90AB1"
"13301","HPF1"
"13302","PTP4A1"
"13303","KIAA1456"
"13304","IGSF21"
"13305","RPSA"
"13306","ADRB1"
"13307","ADRB2"
"13308","MCM3AP"
"13309","RPL28"
"13310","RPL27"
"13311","RPL26"
"13312","RPL21"
"13313","RPL22"
"13314","ATG3"
"13315","ATG7"
"13316","ATG5"
"13317","MZF1"
"13318","RALGAPB"
"13319","SNRNP35"
"13320","ACYP1"
"13321","ACSL3"
"13322","ACSL6"
"13323","ACSL4"
"13324","ACSL5"
"13325","TRIM38"
"13326","HP"
"13327","TRIM36"
"13328","TRIM35"
"13329","TRIM34"
"13330","CCDC181"
"13331","CCDC183"
"13332","C14orf37"
"13333","NEBL"
"13334","CCDC184"
"13335","ZNF585A"
"13336","GRB2"
"13337","CCDC186"
"13338","INTS9"
"13339","INTS8"
"13340","DNAJC30"
"13341","NEDD1"
"13342","NEURL1"
"13343","NEURL2"
"13344","NEURL3"
"13345","NEURL4"
"13346","LOC407835"
"13347","PROX1"
"13348","RETREG1"
"13349","RETREG2"
"13350","RETREG3"
"13351","DECR2"
"13352","TFF1"
"13353","TFF2"
"13354","TFF3"
"13355","TMPRSS9"
"13356","KLB"
"13357","TMPRSS2"
"13358","TMPRSS3"
"13359","TMPRSS4"
"13360","TMPRSS5"
"13361","TMPRSS6"
"13362","ABCC13"
"13363","ABCC11"
"13364","EMG1"
"13365","PYY"
"13366","COMMD8"
"13367","COMMD9"
"13368","COMMD2"
"13369","COMMD3"
"13370","COMMD1"
"13371","COMMD6"
"13372","COMMD7"
"13373","COMMD4"
"13374","COMMD5"
"13375","ZMYM2"
"13376","ZMYM3"
"13377","ZMYM1"
"13378","ZMYM6"
"13379","ZMYM4"
"13380","ZMYM5"
"13381","DEPDC1B"
"13382","LMNTD2"
"13383","ANO8"
"13384","ANO9"
"13385","ANO4"
"13386","ANO6"
"13387","ANO7"
"13388","ANO1"
"13389","ANO2"
"13390","COL3A1"
"13391","HIP1R"
"13392","GTF2B"
"13393","GTF2I"
"13394","CHUK"
"13395","LRMDA"
"13396","C5orf15"
"13397","POLR2F"
"13398","POLR2C"
"13399","ASH2L"
"13400","RGMB"
"13401","RGMA"
"13402","FAM110B"
"13403","POLR2K"
"13404","BHLHB9"
"13405","GRID1"
"13406","ST7L"
"13407","APOBEC3H"
"13408","APOBEC3F"
"13409","APOBEC3A"
"13410","APOBEC3C"
"13411","APOBEC3B"
"13412","GGT3P"
"13413","DHFR"
"13414","GIPR"
"13415","LPIN2"
"13416","LPIN3"
"13417","LPIN1"
"13418","CLSTN1"
"13419","AGO4"
"13420","KLHDC7B"
"13421","KLHDC7A"
"13422","MUSTN1"
"13423","NUP35"
"13424","SLC1A4"
"13425","SLC1A7"
"13426","SLC1A1"
"13427","SLC1A2"
"13428","RSPH4A"
"13429","VSIR"
"13430","CCNL2"
"13431","BAZ1A"
"13432","BAZ1B"
"13433","LEAP2"
"13434","SLC2A9"
"13435","SLC2A8"
"13436","SLC2A6"
"13437","SLC2A5"
"13438","SLC2A4"
"13439","SLC2A3"
"13440","SLC2A1"
"13441","TBC1D3B"
"13442","LINC00238"
"13443","CEACAM1"
"13444","ATRIP"
"13445","CEACAM5"
"13446","CEACAM4"
"13447","CEACAM7"
"13448","CEACAM6"
"13449","GTF2IRD1"
"13450","IQUB"
"13451","TBC1D32"
"13452","FZD9"
"13453","CREBBP"
"13454","TRNAU1AP"
"13455","TMEM126A"
"13456","TMEM126B"
"13457","GSG1L"
"13458","TAF9B"
"13459","SF3B5"
"13460","SF3B4"
"13461","SF3B6"
"13462","SF3B1"
"13463","SF3B3"
"13464","SF3B2"
"13465","CNIH1"
"13466","CNIH3"
"13467","CNIH2"
"13468","NSMCE4A"
"13469","CNIH4"
"13470","RLIM"
"13471","NUDT16P1"
"13472","NAT8B"
"13473","NAT8L"
"13474","EDRF1"
"13475","ADD1"
"13476","PKD2L1"
"13477","CWC27"
